chrom,start,end,name,score,strand,feature,relative_pos
chr16,2890174198,2890174199,PSI_2744,505,+,5UTR,0.021968245277853817
chr3,556556934,556556935,PSI_2745,973,-,CDS,0.590724923346474
chr1,1287031957,1287031958,PSI_2746,676,-,3UTR,0.8802248617281712
chr5,257347020,257347021,PSI_2747,151,+,CDS,0.520367813206126
chr2,2594200032,2594200033,PSI_2748,857,+,5UTR,0.19527149173436717
chr13,703824124,703824125,PSI_2749,525,-,3UTR,0.9326826755201924
chr12,2920188143,2920188144,PSI_2750,194,-,5UTR,0.19107051372886713
chr11,2404979809,2404979810,PSI_2751,953,-,5UTR,0.14845853399567707
chr19,435336303,435336304,PSI_2752,595,-,CDS,0.29029364016974735
chr10,2319572949,2319572950,PSI_2753,718,+,3UTR,0.8699278969439165
chr8,1982373897,1982373898,PSI_2754,931,+,CDS,0.7831732168850073
chr7,1235758858,1235758859,PSI_2755,332,-,CDS,0.34322112016518563
chr13,2026484678,2026484679,PSI_2756,128,+,5UTR,0.038443470090823675
chr19,717077581,717077582,PSI_2757,793,+,CDS,0.5809248554913294
chr19,1560645542,1560645543,PSI_2758,368,+,3UTR,0.9850234913277324
chr19,1913530628,1913530629,PSI_2759,877,-,5UTR,0.04839030555523048
chr20,2565350949,2565350950,PSI_2760,927,+,5UTR,0.04897945703150802
chr14,1061140281,1061140282,PSI_2761,303,+,5UTR,0.06263679970195128
chr4,1990193710,1990193711,PSI_2762,416,+,5UTR,0.16549460853258322
chr8,1605032983,1605032984,PSI_2763,223,+,CDS,0.2928141251317976
chr9,642677241,642677242,PSI_2764,345,+,3UTR,0.995914533396709
chr18,944820707,944820708,PSI_2765,460,+,CDS,0.30115146147032773
chr19,952499082,952499083,PSI_2766,343,-,3UTR,0.9710023761330635
chr8,1812746922,1812746923,PSI_2767,921,+,3UTR,0.9449511400651466
chr19,1046207151,1046207152,PSI_2768,582,+,5UTR,0.14669992505152707
chr4,1699574720,1699574721,PSI_2769,498,+,5UTR,0.09501939171259441
chr3,2948755025,2948755026,PSI_2770,263,+,5UTR,0.1875163227996866
chr6,1741542463,1741542464,PSI_2771,389,-,3UTR,0.8755757780024717
chr8,2279997830,2279997831,PSI_2772,912,-,CDS,0.6992563567802145
chr21,611998985,611998986,PSI_2773,953,-,3UTR,0.936871399909391
chr2,1674629602,1674629603,PSI_2774,757,+,CDS,0.26735726712003793
chr21,2463148821,2463148822,PSI_2775,977,-,CDS,0.475255766493918
chr21,1140789190,1140789191,PSI_2776,405,+,CDS,0.49596074527094297
chr10,2174105973,2174105974,PSI_2777,438,-,5UTR,0.0446599872095502
chr11,834319434,834319435,PSI_2778,702,+,3UTR,0.9851862634224994
chr17,1475706855,1475706856,PSI_2779,274,-,5UTR,0.03927392739273927
chr2,70204977,70204978,PSI_2780,669,+,CDS,0.3693561001042753
chr12,231484789,231484790,PSI_2781,576,+,3UTR,0.883766485647789
chr18,993255548,993255549,PSI_2782,172,+,5UTR,0.061858928941258544
chr11,1472188259,1472188260,PSI_2783,362,-,CDS,0.7473391529259619
chr14,2401986930,2401986931,PSI_2784,353,-,CDS,0.6328616352201258
chr13,2277742218,2277742219,PSI_2785,253,+,CDS,0.7477612726506532
chr12,2894364690,2894364691,PSI_2786,781,+,CDS,0.24734032625331293
chr10,1453342828,1453342829,PSI_2787,324,+,CDS,0.6294281376518218
chr10,1235650885,1235650886,PSI_2788,335,+,5UTR,0.1028308540651449
chr17,593565784,593565785,PSI_2789,783,-,3UTR,0.84709307898773
chr1,104075455,104075456,PSI_2790,249,+,CDS,0.7766266135932443
chr18,1633625494,1633625495,PSI_2791,806,-,3UTR,0.8292168639018207
chr19,2463451288,2463451289,PSI_2792,530,+,CDS,0.36038222204321646
chr1,2474783042,2474783043,PSI_2793,982,-,5UTR,0.1490244914902449
chr9,2097580069,2097580070,PSI_2794,517,+,3UTR,0.9534771020111461
chr15,2516343992,2516343993,PSI_2795,837,+,3UTR,0.9778152881601158
chr19,1023081294,1023081295,PSI_2796,508,+,3UTR,0.8503910292296469
chr5,285589689,285589690,PSI_2797,592,-,5UTR,0.07177981760743876
chr3,1656939168,1656939169,PSI_2798,955,+,CDS,0.6146386822529224
chr14,2822276790,2822276791,PSI_2799,340,-,3UTR,0.926487911594772
chr20,1078921647,1078921648,PSI_2800,838,+,5UTR,0.09347941332390881
chr6,214174313,214174314,PSI_2801,381,+,3UTR,0.8846715026335669
chr1,1479212776,1479212777,PSI_2802,739,+,5UTR,0.1339020771513353
chr17,63700530,63700531,PSI_2803,133,+,3UTR,0.8604661781156542
chr3,1432944508,1432944509,PSI_2804,763,+,CDS,0.33172676291074527
chr5,2601956815,2601956816,PSI_2805,693,-,CDS,0.7955652279783284
chr8,976593418,976593419,PSI_2806,340,-,5UTR,0.18168498168498168
chr10,1565765048,1565765049,PSI_2807,567,+,5UTR,0.14887805922990413
chr2,1521015235,1521015236,PSI_2808,102,-,5UTR,0.026958418998867115
chr12,421930601,421930602,PSI_2809,489,-,5UTR,0.009004611707678325
chr14,184780392,184780393,PSI_2810,171,+,CDS,0.5754815308930209
chr22,1867643785,1867643786,PSI_2811,576,-,3UTR,0.9381906029950723
chr13,754291790,754291791,PSI_2812,511,-,CDS,0.5487123797704002
chr8,1584827718,1584827719,PSI_2813,298,+,3UTR,0.892963155048939
chr6,1371157093,1371157094,PSI_2814,290,+,CDS,0.7261991721451181
chr7,1377847405,1377847406,PSI_2815,564,+,CDS,0.3111111111111111
chr16,2718498611,2718498612,PSI_2816,245,+,5UTR,0.08349365958396666
chr9,1479172635,1479172636,PSI_2817,162,-,CDS,0.4258386470751317
chr10,2597590693,2597590694,PSI_2818,792,+,5UTR,0.14978258858358776
chr18,2581807971,2581807972,PSI_2819,136,+,3UTR,0.9462223063813672
chr19,2571574417,2571574418,PSI_2820,386,+,CDS,0.23619156930473292
chr4,2376936471,2376936472,PSI_2821,289,+,CDS,0.5431881355639578
chr19,848540344,848540345,PSI_2822,978,+,5UTR,0.17197243190022973
chr3,2126533457,2126533458,PSI_2823,595,-,CDS,0.20298288885463234
chr14,1972061873,1972061874,PSI_2824,654,-,3UTR,0.8187609182827196
chr7,2884012194,2884012195,PSI_2825,643,+,5UTR,0.12937999704660041
chr10,1875239753,1875239754,PSI_2826,840,+,3UTR,0.9578232806588026
chr16,1712878951,1712878952,PSI_2827,590,-,3UTR,0.8295323770159656
chr20,1587247198,1587247199,PSI_2828,128,-,5UTR,0.1780394503451371
chr15,1733113940,1733113941,PSI_2829,349,-,CDS,0.26471485208905154
chr13,1541360877,1541360878,PSI_2830,718,-,3UTR,0.9577420408925403
chr15,1652898868,1652898869,PSI_2831,419,-,5UTR,0.13633478778262595
chr7,570426437,570426438,PSI_2832,887,+,3UTR,0.9037704331225391
chr11,2294843230,2294843231,PSI_2833,802,-,CDS,0.6772393538913363
chr14,2159229189,2159229190,PSI_2834,447,+,3UTR,0.8713774818103341
chr9,2642138368,2642138369,PSI_2835,751,+,3UTR,0.9912398921832885
chr19,1267211345,1267211346,PSI_2836,571,+,3UTR,0.9787911494873178
chr9,2958146119,2958146120,PSI_2837,775,+,3UTR,0.8128333773435437
chr1,1375591898,1375591899,PSI_2838,444,+,CDS,0.3283333333333333
chr15,1271256483,1271256484,PSI_2839,185,-,3UTR,0.896455872133426
chr4,302076859,302076860,PSI_2840,803,+,5UTR,0.12385312928684684
chr1,2611022377,2611022378,PSI_2841,912,+,CDS,0.4895983285985452
chr10,2997352872,2997352873,PSI_2842,491,-,5UTR,0.09468035578643012
chr21,841796379,841796380,PSI_2843,218,+,CDS,0.7978136150183825
chr16,2841883291,2841883292,PSI_2844,592,+,3UTR,0.8878137934741709
chr16,2993120158,2993120159,PSI_2845,560,+,CDS,0.42159222472731706
chr10,906141669,906141670,PSI_2846,844,+,5UTR,0.12697823362881144
chr18,1664668034,1664668035,PSI_2847,610,+,3UTR,0.854106953804839
chr9,706022709,706022710,PSI_2848,634,-,3UTR,0.9120125153648453
chr7,408632701,408632702,PSI_2849,373,+,3UTR,0.8963120567375886
chr18,899497750,899497751,PSI_2850,635,-,3UTR,0.9453945507683605
chr1,2757248421,2757248422,PSI_2851,363,+,CDS,0.4279838008608443
chr1,2532358832,2532358833,PSI_2852,464,+,CDS,0.26316841978962524
chr10,786976479,786976480,PSI_2853,172,+,3UTR,0.8347647272287407
chr7,583688127,583688128,PSI_2854,599,-,CDS,0.7742630781777933
chr19,2780368708,2780368709,PSI_2855,988,-,CDS,0.7242432103446211
chr2,2884689695,2884689696,PSI_2856,497,+,5UTR,0.11714242420710315
chr10,2068078416,2068078417,PSI_2857,198,-,CDS,0.7561010015516998
chr10,1394305173,1394305174,PSI_2858,255,+,5UTR,0.12065262970634205
chr2,81283863,81283864,PSI_2859,684,+,3UTR,0.9774057887358786
chr22,2728794751,2728794752,PSI_2860,767,+,3UTR,0.8977017452911699
chr3,580220609,580220610,PSI_2861,278,+,3UTR,0.8364385474860335
chr20,751090920,751090921,PSI_2862,234,-,CDS,0.39314979474743633
chr5,817746081,817746082,PSI_2863,858,+,CDS,0.41484593837535017
chr1,2104113985,2104113986,PSI_2864,808,-,CDS,0.49132329961345506
chr8,1431617843,1431617844,PSI_2865,510,+,CDS,0.4679825731306126
chr12,1632273022,1632273023,PSI_2866,857,-,3UTR,0.9993106465340104
chr5,1275019680,1275019681,PSI_2867,891,+,3UTR,0.9784552752555863
chr1,621320573,621320574,PSI_2868,103,-,5UTR,0.06219082846829181
chr8,2704165512,2704165513,PSI_2869,295,+,5UTR,0.007415406767458603
chr14,1036265079,1036265080,PSI_2870,341,+,3UTR,0.9986568488715132
chr19,845681582,845681583,PSI_2871,998,+,3UTR,0.8614636209813875
chr6,1464177399,1464177400,PSI_2872,652,-,3UTR,0.8792165007519874
chr3,191709240,191709241,PSI_2873,853,-,CDS,0.6444171024300215
chr14,2585011108,2585011109,PSI_2874,632,+,5UTR,0.1265638777017849
chr12,1728781998,1728781999,PSI_2875,107,+,CDS,0.3718613881992656
chr6,789070933,789070934,PSI_2876,545,+,CDS,0.6417985527995975
chr16,695306208,695306209,PSI_2877,292,-,3UTR,0.9432393965271847
chr20,2484488122,2484488123,PSI_2878,357,+,CDS,0.21587222110955337
chr11,2581063107,2581063108,PSI_2879,646,+,CDS,0.22118239561017777
chr8,2383806552,2383806553,PSI_2880,882,+,3UTR,0.8448537454571116
chr8,1645562354,1645562355,PSI_2881,516,+,3UTR,0.958780987416914
chr18,1729552465,1729552466,PSI_2882,168,-,CDS,0.27718799071253136
chr13,1048814454,1048814455,PSI_2883,222,+,5UTR,0.15758601502364833
chr10,2357250517,2357250518,PSI_2884,749,-,CDS,0.20307336046224062
chr9,2281072577,2281072578,PSI_2885,217,+,3UTR,0.8048597354463544
chr22,1998359982,1998359983,PSI_2886,579,+,CDS,0.22208903749500558
chr14,658298366,658298367,PSI_2887,805,-,3UTR,0.9238680379324162
chr15,179734834,179734835,PSI_2888,417,-,5UTR,0.03048295077617089
chr6,2311792376,2311792377,PSI_2889,688,-,3UTR,0.811027311674402
chr1,2584311728,2584311729,PSI_2890,474,-,CDS,0.20528955336866012
chr4,933926937,933926938,PSI_2891,582,-,3UTR,0.8485731633272617
chr6,2353762220,2353762221,PSI_2892,182,+,CDS,0.4645076432329425
chr22,231212313,231212314,PSI_2893,427,+,CDS,0.7778662420382165
chr5,280199769,280199770,PSI_2894,940,+,CDS,0.618910114023397
chr14,1087462314,1087462315,PSI_2895,810,-,CDS,0.6809445555873107
chr13,2693734558,2693734559,PSI_2896,446,-,CDS,0.7415944174244026
chr20,2326923528,2326923529,PSI_2897,234,+,5UTR,0.0012826930296583657
chr5,2342670259,2342670260,PSI_2898,211,-,CDS,0.40463613199925424
chr4,185214823,185214824,PSI_2899,789,+,5UTR,0.12162446728503384
chr2,771757408,771757409,PSI_2900,831,-,CDS,0.7279564134205686
chr21,358698430,358698431,PSI_2901,470,+,CDS,0.7472150571161315
chr19,1237485016,1237485017,PSI_2902,449,-,5UTR,0.055979564011346364
chr21,998953636,998953637,PSI_2903,829,+,5UTR,0.11752446218517079
chr10,571882329,571882330,PSI_2904,966,-,5UTR,0.10963726661218332
chr19,1822569562,1822569563,PSI_2905,745,-,CDS,0.43071584048626227
chr14,1623620285,1623620286,PSI_2906,741,+,CDS,0.39496896074315574
chr16,190487217,190487218,PSI_2907,754,+,CDS,0.48520087455588956
chr2,1167047869,1167047870,PSI_2908,554,+,CDS,0.4504846302963168
chr17,2170643212,2170643213,PSI_2909,553,-,CDS,0.28113149980386176
chr16,2324609893,2324609894,PSI_2910,421,-,CDS,0.35529909259096115
chr17,1491216209,1491216210,PSI_2911,222,+,CDS,0.6512614198306932
chr22,1259410635,1259410636,PSI_2912,914,-,3UTR,0.943422061562055
chr19,95538111,95538112,PSI_2913,922,-,CDS,0.22680098609124388
chr8,124707552,124707553,PSI_2914,591,-,5UTR,0.18772975028520725
chr21,57839347,57839348,PSI_2915,478,+,CDS,0.2090028335341127
chr2,1611805976,1611805977,PSI_2916,297,+,CDS,0.5066228336152693
chr20,1697729829,1697729830,PSI_2917,950,-,3UTR,0.9986348423463097
chr2,1528909439,1528909440,PSI_2918,117,+,CDS,0.2138895135297204
chr19,507520345,507520346,PSI_2919,324,-,5UTR,0.1109160081943225
chr9,2985306957,2985306958,PSI_2920,555,-,3UTR,0.9798805160451484
chr10,308593497,308593498,PSI_2921,889,-,5UTR,0.04669353960126375
chr2,1262488342,1262488343,PSI_2922,409,+,3UTR,0.8655601659751038
chr2,1092008476,1092008477,PSI_2923,418,+,CDS,0.43310623643033613
chr21,242148078,242148079,PSI_2924,625,+,CDS,0.5374011781578542
chr12,2394244479,2394244480,PSI_2925,702,-,5UTR,0.18068175849571932
chr3,2988778872,2988778873,PSI_2926,695,-,CDS,0.26469731694037507
chr8,43678189,43678190,PSI_2927,748,+,CDS,0.7560185545103527
chr12,2356225579,2356225580,PSI_2928,686,-,CDS,0.7608634707036726
chr16,446168983,446168984,PSI_2929,354,-,3UTR,0.9611982803472165
chr1,2834905330,2834905331,PSI_2930,952,-,CDS,0.7745325184712214
chr20,2083486823,2083486824,PSI_2931,771,+,CDS,0.3748623993198984
chr11,1327686769,1327686770,PSI_2932,489,+,CDS,0.667150491522069
chr17,186429511,186429512,PSI_2933,133,-,3UTR,0.9841237533075514
chr10,310427110,310427111,PSI_2934,690,-,3UTR,0.908998277493389
chr19,2842035810,2842035811,PSI_2935,248,+,3UTR,0.9598766911048285
chr3,148762932,148762933,PSI_2936,348,+,5UTR,0.03337754522001487
chr11,881521333,881521334,PSI_2937,371,-,CDS,0.5291099292852551
chr13,1581716221,1581716222,PSI_2938,540,-,CDS,0.5945447843715445
chr10,480559982,480559983,PSI_2939,405,-,3UTR,0.9970751450569951
chr22,1036239144,1036239145,PSI_2940,336,+,CDS,0.5054563587196256
chr14,401921110,401921111,PSI_2941,160,+,3UTR,0.9954264493295449
chr14,926063788,926063789,PSI_2942,627,-,3UTR,0.8566234715846772
chr21,958436456,958436457,PSI_2943,464,+,CDS,0.5937759989206934
chr5,1331931700,1331931701,PSI_2944,182,+,3UTR,0.9935259961289461
chr16,694594770,694594771,PSI_2945,132,-,5UTR,0.09726144054502263
chr16,192666093,192666094,PSI_2946,228,-,CDS,0.21373190994699628
chr11,1915925339,1915925340,PSI_2947,613,-,5UTR,0.17851432718366236
chr13,1808060906,1808060907,PSI_2948,616,-,CDS,0.450465914664051
chr14,2856872091,2856872092,PSI_2949,366,+,CDS,0.7585859162433167
chr5,656285656,656285657,PSI_2950,576,-,CDS,0.3999002629431499
chr19,2655548533,2655548534,PSI_2951,435,+,CDS,0.7743988684582744
chr11,2428917100,2428917101,PSI_2952,850,-,CDS,0.6541116547148315
chr1,1708628672,1708628673,PSI_2953,434,-,3UTR,0.9661664015492081
chr6,1519024195,1519024196,PSI_2954,987,+,CDS,0.6963179395611828
chr2,2548163128,2548163129,PSI_2955,893,+,5UTR,0.08194810527291752
chr15,2999887276,2999887277,PSI_2956,592,-,CDS,0.5865265513245694
chr22,1062438193,1062438194,PSI_2957,168,+,CDS,0.49539662215718555
chr14,2684431642,2684431643,PSI_2958,416,+,CDS,0.7120395593983181
chr5,2630237241,2630237242,PSI_2959,384,-,5UTR,0.15881509794553272
chr16,2190545433,2190545434,PSI_2960,792,+,CDS,0.5097294447506531
chr19,144956809,144956810,PSI_2961,386,-,CDS,0.32122106428110303
chr1,2529450896,2529450897,PSI_2962,621,+,CDS,0.5054422873852652
chr10,85732636,85732637,PSI_2963,515,-,CDS,0.28564140499451574
chr11,2807467460,2807467461,PSI_2964,442,-,CDS,0.48965389826333294
chr13,955384279,955384280,PSI_2965,184,-,CDS,0.2317263452690538
chr17,1615099886,1615099887,PSI_2966,720,+,3UTR,0.8340558495664903
chr3,190268965,190268966,PSI_2967,285,-,3UTR,0.8384819064430715
chr2,52451329,52451330,PSI_2968,234,+,5UTR,0.06993352980403124
chr7,407764910,407764911,PSI_2969,851,-,CDS,0.47714106046212923
chr19,1461064190,1461064191,PSI_2970,793,+,CDS,0.34503071919045897
chr16,639584202,639584203,PSI_2971,913,+,5UTR,0.08925485412219172
chr4,2265090459,2265090460,PSI_2972,778,-,CDS,0.33430521091811416
chr2,2128101333,2128101334,PSI_2973,466,+,CDS,0.7682731573929156
chr1,691201116,691201117,PSI_2974,303,-,3UTR,0.8404645476772616
chr17,2645075448,2645075449,PSI_2975,626,-,CDS,0.48648712833665814
chr11,400228843,400228844,PSI_2976,619,+,CDS,0.2502275906476897
chr22,1307613203,1307613204,PSI_2977,545,-,3UTR,0.8953042948831782
chr1,1373911000,1373911001,PSI_2978,682,-,3UTR,0.920318493548762
chr10,2016510745,2016510746,PSI_2979,401,-,3UTR,0.8469277459050469
chr22,1214776127,1214776128,PSI_2980,851,-,3UTR,0.9720745425037775
chr15,1442085723,1442085724,PSI_2981,524,+,5UTR,0.19251905041031653
chr9,2018835988,2018835989,PSI_2982,672,-,3UTR,0.8005856993828789
chr6,1375860970,1375860971,PSI_2983,166,-,CDS,0.4702404414662988
chr8,86881123,86881124,PSI_2984,737,+,CDS,0.7963443325088979
chr7,2524290244,2524290245,PSI_2985,744,+,3UTR,0.8529559562518475
chr17,1097674865,1097674866,PSI_2986,951,-,5UTR,0.11516314779270634
chr13,708875370,708875371,PSI_2987,205,+,5UTR,0.0791776339190439
chr14,1870305145,1870305146,PSI_2988,456,-,5UTR,0.040679693332227373
chr21,900564096,900564097,PSI_2989,598,-,CDS,0.5980288397936235
chr14,2572925906,2572925907,PSI_2990,469,-,3UTR,0.8823570056520598
chr3,156898388,156898389,PSI_2991,659,-,5UTR,0.11604662249913693
chr13,449204901,449204902,PSI_2992,376,+,3UTR,0.9365707270495157
chr2,2550894538,2550894539,PSI_2993,564,+,CDS,0.4104662064263189
chr13,2386006889,2386006890,PSI_2994,341,+,CDS,0.4188062687562521
chr12,2654931879,2654931880,PSI_2995,530,+,CDS,0.40753016969725264
chr19,881802396,881802397,PSI_2996,674,-,5UTR,0.13174454411567812
chr13,1702533297,1702533298,PSI_2997,426,+,CDS,0.5848003434950623
chr15,354101902,354101903,PSI_2998,540,+,CDS,0.27013295397417936
chr22,678363254,678363255,PSI_2999,741,-,CDS,0.6622611633062387
chr19,440598802,440598803,PSI_3000,623,-,3UTR,0.9237840154274695
chr18,745590000,745590001,PSI_3001,356,-,CDS,0.2997222687767855
chr19,865662743,865662744,PSI_3002,883,-,CDS,0.5703043375686697
chr16,945060549,945060550,PSI_3003,284,-,5UTR,0.04802112164075354
chr7,1551529151,1551529152,PSI_3004,377,+,3UTR,0.8737270513800274
chr14,1502761836,1502761837,PSI_3005,782,+,5UTR,0.12795057672392243
chr7,2016242108,2016242109,PSI_3006,803,-,CDS,0.22093058365288806
chr6,2761738369,2761738370,PSI_3007,538,-,CDS,0.2080294916987326
chr4,2403939323,2403939324,PSI_3008,619,-,CDS,0.7531853678586108
chr10,772673136,772673137,PSI_3009,947,-,CDS,0.7383853703606854
chr4,1936773559,1936773560,PSI_3010,279,-,5UTR,0.07961400941507793
chr1,1810248231,1810248232,PSI_3011,946,+,5UTR,0.0350896158087043
chr2,1413453906,1413453907,PSI_3012,858,-,CDS,0.31504127178232955
chr11,2133258921,2133258922,PSI_3013,450,+,3UTR,0.9796393371713406
chr14,1517478595,1517478596,PSI_3014,139,-,CDS,0.37372924164930227
chr18,2505369270,2505369271,PSI_3015,579,-,CDS,0.5438194898626554
chr20,468757425,468757426,PSI_3016,452,-,5UTR,0.059521635932079604
chr18,2318967030,2318967031,PSI_3017,196,-,CDS,0.6801714063108687
chr16,185705987,185705988,PSI_3018,199,-,CDS,0.23591080740873943
chr15,1646409141,1646409142,PSI_3019,180,-,CDS,0.41985049833887045
chr20,577704750,577704751,PSI_3020,249,+,5UTR,0.057622693813836445
chr14,1092760735,1092760736,PSI_3021,627,-,CDS,0.7590938202186207
chr16,2228032599,2228032600,PSI_3022,919,-,3UTR,0.8313914557385831
chr7,2719673022,2719673023,PSI_3023,377,+,3UTR,0.8264519613137611
chr22,2933431705,2933431706,PSI_3024,801,-,CDS,0.275311510031679
chr19,1415669348,1415669349,PSI_3025,750,-,CDS,0.36339019767126995
chr14,52663179,52663180,PSI_3026,397,-,CDS,0.5669728621474581
chr4,896542867,896542868,PSI_3027,270,+,CDS,0.7438335400303155
chr3,2682850065,2682850066,PSI_3028,723,+,3UTR,0.908164450005805
chr10,459198326,459198327,PSI_3029,594,+,CDS,0.23684210526315788
chr4,814854582,814854583,PSI_3030,981,-,3UTR,0.8238495259895912
chr18,2407814662,2407814663,PSI_3031,703,+,3UTR,0.8283980226126963
chr7,669901762,669901763,PSI_3032,406,-,CDS,0.7854708874512322
chr3,953402181,953402182,PSI_3033,415,+,3UTR,0.8352915218710354
chr17,217948160,217948161,PSI_3034,472,-,CDS,0.25185599701548217
chr15,840985964,840985965,PSI_3035,312,-,CDS,0.5886166630847481
chr11,1812233728,1812233729,PSI_3036,783,-,CDS,0.5115605414230789
chr1,1456432641,1456432642,PSI_3037,220,+,CDS,0.38360230012984603
chr2,269549576,269549577,PSI_3038,428,+,5UTR,0.10356581017304667
chr6,206739868,206739869,PSI_3039,392,+,CDS,0.2471010070186146
chr21,1325375329,1325375330,PSI_3040,116,-,5UTR,0.0047650607916628574
chr18,648443464,648443465,PSI_3041,970,+,CDS,0.7226367476820102
chr9,2881658580,2881658581,PSI_3042,310,+,3UTR,0.9855217628847205
chr17,1481867358,1481867359,PSI_3043,134,-,3UTR,0.9782999700229824
chr8,1368164402,1368164403,PSI_3044,446,+,CDS,0.631789594053745
chr15,354159922,354159923,PSI_3045,546,-,3UTR,0.8907274497010408
chr3,2064883998,2064883999,PSI_3046,419,+,3UTR,0.9996786265952042
chr9,931358517,931358518,PSI_3047,440,+,CDS,0.7897207808253027
chr18,1356303698,1356303699,PSI_3048,198,-,CDS,0.32647942449215844
chr4,1378177803,1378177804,PSI_3049,748,+,CDS,0.6219552541251395
chr9,733742517,733742518,PSI_3050,448,-,CDS,0.47268467135281783
chr8,1830977599,1830977600,PSI_3051,599,+,3UTR,0.9468042874156412
chr17,418858342,418858343,PSI_3052,920,+,3UTR,0.8335560472299502
chr5,2130138843,2130138844,PSI_3053,711,-,CDS,0.5717018940122947
chr17,1715686167,1715686168,PSI_3054,846,-,CDS,0.6081429912390488
chr8,1739860790,1739860791,PSI_3055,294,+,5UTR,0.16098824467025305
chr21,2466098870,2466098871,PSI_3056,110,+,5UTR,0.025047155327455366
chr19,2827264080,2827264081,PSI_3057,143,-,3UTR,0.8727350794332331
chr11,1504670561,1504670562,PSI_3058,528,+,5UTR,0.018985434455047714
chr15,2779625059,2779625060,PSI_3059,331,-,CDS,0.6954457897633461
chr14,1668175484,1668175485,PSI_3060,390,-,CDS,0.4052334052100938
chr11,1926095133,1926095134,PSI_3061,768,-,CDS,0.4564323971454429
chr9,2020891900,2020891901,PSI_3062,158,-,CDS,0.7198126574307305
chr11,949200198,949200199,PSI_3063,850,+,5UTR,0.03730639730639731
chr1,267802986,267802987,PSI_3064,270,+,CDS,0.21672106452422796
chr17,131315317,131315318,PSI_3065,334,+,3UTR,0.9724413589986326
chr3,1976542650,1976542651,PSI_3066,948,+,CDS,0.4230743073219168
chr1,2089252930,2089252931,PSI_3067,547,-,5UTR,0.12450219036240541
chr6,1764241275,1764241276,PSI_3068,992,-,3UTR,0.9933049934555732
chr9,1952217228,1952217229,PSI_3069,909,+,CDS,0.2158227121368699
chr10,1695306421,1695306422,PSI_3070,399,-,CDS,0.4554133013555297
chr20,285376236,285376237,PSI_3071,942,+,3UTR,0.834026494146642
chr10,649009656,649009657,PSI_3072,479,+,3UTR,0.8226879962634283
chr16,285640020,285640021,PSI_3073,833,+,3UTR,0.8785678208653684
chr1,613196977,613196978,PSI_3074,338,+,3UTR,0.8598694316436252
chr18,678237174,678237175,PSI_3075,885,-,CDS,0.7876175293620067
chr21,2444764988,2444764989,PSI_3076,331,+,5UTR,0.09294605809128631
chr3,935369594,935369595,PSI_3077,840,+,5UTR,0.045174882095233536
chr22,922550014,922550015,PSI_3078,128,+,CDS,0.36711711711711714
chr4,2859460999,2859461000,PSI_3079,142,+,CDS,0.7578616352201258
chr4,1395405650,1395405651,PSI_3080,517,+,CDS,0.7969632667106358
chr15,139717007,139717008,PSI_3081,555,-,5UTR,0.1947708049463969
chr8,793382755,793382756,PSI_3082,179,-,5UTR,0.10692486557186455
chr2,2046338142,2046338143,PSI_3083,324,+,CDS,0.6521699716713881
chr1,127203064,127203065,PSI_3084,318,-,3UTR,0.9132733662185253
chr3,2767386563,2767386564,PSI_3085,163,+,CDS,0.25534929164631165
chr15,2425856943,2425856944,PSI_3086,137,+,3UTR,0.9629821279305816
chr6,2360863422,2360863423,PSI_3087,701,-,3UTR,0.8197965689995446
chr11,2203919965,2203919966,PSI_3088,959,+,CDS,0.77188999040614
chr17,2892994262,2892994263,PSI_3089,992,-,5UTR,0.12784697972585604
chr20,2462625578,2462625579,PSI_3090,101,-,CDS,0.3923667615947925
chr11,1815824660,1815824661,PSI_3091,588,-,CDS,0.41926476205529434
chr9,1587297948,1587297949,PSI_3092,774,-,CDS,0.4341511137868754
chr18,389967139,389967140,PSI_3093,752,+,5UTR,0.1953550671994188
chr19,357225702,357225703,PSI_3094,776,+,3UTR,0.8916816277678037
chr1,839778877,839778878,PSI_3095,681,+,CDS,0.5035296754192656
chr18,1995607311,1995607312,PSI_3096,582,+,CDS,0.47983634193927227
chr5,215644927,215644928,PSI_3097,411,-,CDS,0.7045312255439036
chr20,2511962787,2511962788,PSI_3098,270,-,3UTR,0.9134819217434373
chr10,2787469150,2787469151,PSI_3099,203,+,3UTR,0.9814062785179777
chr10,1178394244,1178394245,PSI_3100,158,-,5UTR,0.050829347715477764
chr14,2279588626,2279588627,PSI_3101,351,-,5UTR,0.1450501594214169
chr2,386778688,386778689,PSI_3102,802,-,CDS,0.5855785703161501
chr17,457786363,457786364,PSI_3103,376,+,3UTR,0.8946230340821946
chr9,176610733,176610734,PSI_3104,292,-,3UTR,0.9234741784037559
chr12,506131359,506131360,PSI_3105,188,-,3UTR,0.8303776905374306
chr6,2159142871,2159142872,PSI_3106,153,+,3UTR,0.8043753038405445
chr18,1600074005,1600074006,PSI_3107,130,+,CDS,0.4577865266841645
chr5,1025201605,1025201606,PSI_3108,930,+,CDS,0.5698015309802462
chr2,2604285528,2604285529,PSI_3109,193,-,5UTR,0.018308776853429555
chr2,1611818859,1611818860,PSI_3110,816,-,3UTR,0.9178130286297915
chr17,1357490585,1357490586,PSI_3111,637,-,5UTR,0.05301736893623802
chr14,703040992,703040993,PSI_3112,347,-,CDS,0.21078311783361794
chr7,2683909410,2683909411,PSI_3113,673,-,CDS,0.6810355256260333
